A1;Codigouf;Codigomunicipio;Nome;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49;A50;A51;A52;A53;A54;A55;A56;A57;A58;A59;A60
4300901;43;901;ARATIBA;Secretaria municipal em conjunto com outras políticas;Ensino médio incompleto;Sim;2008;2014;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1998;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4301008;43;1008;ARROIO DO MEIO;Secretaria municipal exclusiva;Ensino superior completo;Sim;1995;2014;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2014;Sim, com legislação específica;2006;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2006;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-
4301057;43;1057;ARROIO DO SAL;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;1996;2011;-;Sim, com legislação específica;2015;Sim, com legislação específica;2015;Sim, com legislação específica;2003;Sim, com legislação específica;1998;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2001;Sim, com legislação específica;2013;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2000;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-
4301073;43;1073;ARROIO DO PADRE;Não possui estrutura;-;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2006;Sim, com legislação específica;2006;Sim, com legislação específica;2006;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2002;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2012;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-
4301107;43;1107;ARROIO DOS RATOS;Setor subordinado diretamente ao chefe do Executivo;Pós-graduação;Sim;2006;2015;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1999;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1995;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1988;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2005;Sim, com legislação específica;1989;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-
4301206;43;1206;ARROIO DO TIGRE;Secretaria municipal em conjunto com outras políticas;Ensino médio completo;Não;-;-;Não;Sim, com legislação específica;2013;Sim, com legislação específica;2012;Sim, com legislação específica;1991;Sim, com legislação específica;2009;Sim, com legislação específica;2009;Não;-;Sim, com legislação específica;1987;Não;-;Não;-;Sim, com legislação específica;1965;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2012;Não;-;Não;-
4301305;43;1305;ARROIO GRANDE;Secretaria municipal exclusiva;Ensino médio incompleto;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1982;Sim, com legislação específica;1985;Sim, com legislação específica;1985;Sim, com legislação específica;1985;Sim, com legislação específica;1998;Não;-;Não;-;Sim, com legislação específica;1966;Sim, com legislação específica;2007;Não;-;Sim, com legislação específica;1990;Não;-;Não;-;Não;-;Sim, com legislação específica;1985;Sim, com legislação específica;1985;Não;-;Sim, com legislação específica;2008
4301404;43;1404;ARVOREZINHA;Não possui estrutura;-;Sim;1983;Não foi atualizado;-;Não;-;Não;-;Sim, com legislação específica;2014;Sim, com legislação específica;1983;Sim, com legislação específica;1983;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2003;Não;-;Não;-;Sim, com legislação específica;1983;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4301503;43;1503;AUGUSTO PESTANA;Não possui estrutura;-;Sim;2013;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2014;Sim, com legislação específica;1993;Não;-;Não;-;Sim, com legislação específica;2001;Não;-;Não;-;Sim, com legislação específica;1994;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4301552;43;1552;AUREA;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1989;Não;-;Não;-;Não;-;Sim, com legislação específica;2012;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4301602;43;1602;BAGE;Secretaria municipal em conjunto com outras políticas;Ensino médio completo;Sim;2008;2008;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1973;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1974;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2010;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Não;-
4301636;43;1636;BALNEARIO PINHAL;Secretaria municipal exclusiva;Ensino médio completo;Sim;2012;2015;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-
4301651;43;1651;BARAO;Não possui estrutura;-;Sim;1995;Não foi atualizado;-;Não;-;Não;-;Sim, com legislação específica;2015;Sim, com legislação específica;2003;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2014;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1989;Sim, com legislação específica;2003;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2013;Não;-;Não;-
4301701;43;1701;BARAO DE COTEGIPE;Setor subordinado a outra secretaria;Pós-graduação;Sim;2010;Não foi atualizado;-;Sim, com legislação específica;2015;Não;-;Sim, com legislação específica;1993;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Não;-;Sim, com legislação específica;2006;Não;-;Não;-;Sim, com legislação específica;2010;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4301750;43;1750;BARAO DO TRIUNFO;Setor subordinado diretamente ao chefe do Executivo;Ensino médio incompleto;Não;-;-;Não;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;1997;Sim, com legislação específica;2011;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2011;Não;-;Não;-;Sim, com legislação específica;2011;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4301800;43;1800;BARRACAO;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2004;2013;-;Sim, com legislação específica;2012;Sim, com legislação específica;2012;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2012;Sim, com legislação específica;1994;Não;-;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Não;-;Não;-;Não;-;Sim, com legislação específica;2011;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2011
4301859;43;1859;BARRA DO GUARITA;Setor subordinado a outra secretaria;Ensino fundamental completo;Sim;2010;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2009;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-
4301875;43;1875;BARRA DO QUARAI;Não possui estrutura;-;Não;-;-;Sim;Sim, com legislação específica;2015;Não;-;Sim, com legislação específica;1999;Não;-;Não;-;Não;-;Sim, com legislação específica;1998;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2014
4301909;43;1909;BARRA DO RIBEIRO;Setor subordinado a outra secretaria;Ensino superior incompleto;Sim;1967;Não foi atualizado;-;Não;-;Não;-;Sim, com legislação específica;1993;Sim, com legislação específica;2011;Sim, com legislação específica;2012;Não;-;Sim, com legislação específica;1977;Sim, com legislação específica;2012;Não;-;Sim, com legislação específica;1963;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4301925;43;1925;BARRA DO RIO AZUL;Setor subordinado a outra secretaria;Ensino fundamental incompleto;Sim;2010;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1994;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Não;-;Sim, com legislação específica;2006;Não;-;Não;-;Sim, com legislação específica;2010;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4301958;43;1958;BARRA FUNDA;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4302006;43;2006;BARROS CASSAL;Não possui estrutura;-;Sim;2001;2001;-;Não;-;Não;-;Sim, com legislação específica;1970;Não;-;Não;-;Não;-;Sim, com legislação específica;2001;Não;-;Não;-;Sim, com legislação específica;2001;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4302055;43;2055;BENJAMIN CONSTANT DO SUL;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2012;Não;-;Sim, com legislação específica;2008;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4302105;43;2105;BENTO GONCALVES;Setor subordinado diretamente ao chefe do Executivo;Pós-graduação;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1995;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1996;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;1982;Sim, com legislação específica;1980;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-
4302154;43;2154;BOA VISTA DAS MISSOES;Secretaria municipal em conjunto com outras políticas;Ensino fundamental incompleto;Sim;2014;2014;-;Não;-;Não;-;Sim, com legislação específica;1997;Sim, com legislação específica;1998;Sim, com legislação específica;1993;Não;-;Sim, com legislação específica;1993;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-
4302204;43;2204;BOA VISTA DO BURICA;Secretaria municipal exclusiva;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2001;Sim, com legislação específica;1987;Sim, com legislação específica;2006;Não;-;Sim, com legislação específica;2005;Não;-;Não;-;Sim, com legislação específica;1985;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4302220;43;2220;BOA VISTA DO CADEADO;Secretaria municipal em conjunto com outras políticas;Ensino superior incompleto;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2002;Não;-;Não;-;Não;-;Sim, com legislação específica;2002;Não;-;Não;-;Sim, com legislação específica;2004;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4302238;43;2238;BOA VISTA DO INCRA;Setor subordinado a outra secretaria;Pós-graduação;Sim;2012;Não foi atualizado;-;Sim, com legislação específica;2013;Sim, com legislação específica;2013;Sim, com legislação específica;2009;Sim, com legislação específica;2013;Sim, com legislação específica;2012;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2002;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-
4302253;43;2253;BOA VISTA DO SUL;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2007;2012;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2009;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2003;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2009;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2005
